timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150729_215312 50 1 4 10 100000 664375964 1 10000 0 8389 10000 1 39 2500 1 18272 17967 305 1 30000 100 0 0 10 764.256 116.095 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 40524004 q3-extractinstructions.txt 20150729_221031 0.5 55b2afeb7768392c683f053f
20150729_215605 50 1 4 10 100000 666549275 1 10000 0 8253 10000 1 39 2500 1 17890 17351 539 1 30000 100 0 0 10 705.097 116.018 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 39405251 q3-extractinstructions.txt 20150729_221221 0.5 55b2afeb7768392c683f0541
20150729_215928 50 1 4 10 100000 817713633 3 10000 0 8328 10000 3 39 2500 1 18123 17554 569 3 30000 100 0 0 9 652.560 121.915 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 36516047 q3-extractinstructions.txt 20150729_221434 0.5 55b2afeb7768392c683f0543
20150729_215801 50 1 4 10 100000 376517787 3 10000 0 8212 10000 3 39 2500 1 17620 17251 369 3 30000 100 0 0 13 817.835 130.198 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 49380974 q3-extractinstructions.txt 20150729_221752 0.5 55b2afeb7768392c683f0542
20150729_220324 50 1 4 10 100000 715258232 5 10000 0 8336 10000 5 39 2500 1 18383 17812 571 5 30000 100 0 0 10 664.844 125.628 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 39662992 q3-extractinstructions.txt 20150729_221924 0.5 55b2afeb7768392c683f0545
20150729_220643 50 1 4 10 100000 792850679 0 10000 0 8383 10000 0 39 2500 1 18443 18141 302 0 30000 100 0 0 8 554.228 128.217 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 34525850 q3-extractinstructions.txt 20150729_222015 0.5 55b2afeb7768392c683f0546
20150729_220248 50 1 4 10 100000 519606501 3 10000 0 8222 10000 3 39 2500 1 17675 17339 336 3 30000 100 0 0 12 726.100 135.097 ../Q3/./log/doc50cop4shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 43476901 q3-extractinstructions.txt 20150729_222025 0.5 55b2afeb7768392c683f0544
20150729_221233 50 1 5 10 100000 141246882 0 10000 0 9028 10000 0 39 2500 1 23295 23183 112 0 30000 100 0 0 6 563.506 140.916 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 29041480 q3-extractinstructions.txt 20150729_222514 0.5 55b2afeb7768392c683f0549
20150729_220658 50 1 5 10 100000 919028296 0 10000 0 8921 10000 0 39 2500 1 22739 22109 630 0 30000 100 0 0 12 829.721 160.415 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 48968115 q3-extractinstructions.txt 20150729_222636 0.5 55b2afeb7768392c683f0547
20150729_221026 50 1 5 10 100000 103765041 0 10000 0 8893 10000 0 39 2500 1 22357 21763 594 0 30000 100 0 0 13 901.495 159.714 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 51804428 q3-extractinstructions.txt 20150729_223156 0.5 55b2afeb7768392c683f0548
20150729_222037 50 1 5 10 100000 420477893 0 10000 0 9952 575 0 39 2500 1 23764 23682 82 0 30000 100 0 0 4 492.327 123.709 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 26175974 q3-extractinstructions.txt 20150729_223207 0.5 55b2afeb7768392c683f054e
20150729_221609 50 1 5 10 100000 117661523 0 10000 0 8942 10000 0 39 2500 1 23003 22478 525 0 30000 100 0 0 11 743.459 157.544 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 40036833 q3-extractinstructions.txt 20150729_223338 0.5 55b2afeb7768392c683f054b
20150729_222023 50 1 5 10 100000 967561224 0 10000 0 8999 10000 0 39 2500 1 23505 23032 473 0 30000 100 0 0 6 584.492 133.506 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 31181510 q3-extractinstructions.txt 20150729_223403 0.5 55b2afeb7768392c683f054d
20150729_221441 50 1 5 10 100000 681028781 0 10000 0 8940 10000 0 39 2500 1 22619 21981 638 0 30000 100 0 0 13 903.352 165.158 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 52069490 q3-extractinstructions.txt 20150729_223616 0.5 55b2afeb7768392c683f054a
20150729_222054 50 1 5 10 100000 263688301 0 10000 0 8909 10000 0 39 2500 1 22840 21984 856 0 30000 100 0 0 11 870.280 151.929 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 45017253 q3-extractinstructions.txt 20150729_224029 0.5 55b2afeb7768392c683f054f
20150729_221937 50 1 5 10 100000 105731136 1 10000 0 8740 10000 1 39 2500 1 22511 20562 1949 1 30000 100 0 0 15 992.897 166.749 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 54263112 q3-extractinstructions.txt 20150729_224230 0.5 55b2afeb7768392c683f054c
20150729_223224 50 1 5 10 100000 711283608 0 10000 0 9998 50 0 39 2500 1 23895 23820 75 0 30000 100 0 0 3 510.486 115.799 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 23265864 q3-extractinstructions.txt 20150729_224318 0.5 55b2afeb7768392c683f0552
20150729_223350 50 1 5 10 100000 597296547 0 10000 0 9950 638 0 39 2500 1 23484 23393 91 0 30000 100 0 0 5 578.743 118.28 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 28990388 q3-extractinstructions.txt 20150729_224648 0.5 55b2afeb7768392c683f0553
20150729_222842 50 1 5 10 100000 533657980 0 10000 0 8986 10000 0 39 2500 1 23070 22861 209 0 30000 100 0 0 10 906.482 141.633 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 44030630 q3-extractinstructions.txt 20150729_224912 0.5 55b2afeb7768392c683f0551
20150729_222534 50 1 5 10 100000 50746969 0 10000 0 8805 10000 0 39 2500 1 22169 21228 941 0 30000 100 0 0 15 1072.324 153.178 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 56912574 q3-extractinstructions.txt 20150729_225040 0.5 55b2afeb7768392c683f0550
20150729_223532 50 1 5 10 100000 258760793 2 10000 0 9043 9998 2 39 2500 1 23322 23154 168 0 30000 100 0 0 11 686.561 145.377 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 38078204 q3-extractinstructions.txt 20150729_225131 0.5 55b2afeb7768392c683f0555
20150729_223416 50 1 5 10 100000 664375964 0 10000 0 8839 10000 0 39 2500 1 22370 21445 925 0 30000 100 0 0 15 939.333 163.77 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 56950876 q3-extractinstructions.txt 20150729_225651 0.5 55b2afeb7768392c683f0554
20150729_224240 50 1 5 10 100000 376517787 0 10000 0 8913 10000 0 39 2500 1 22213 21661 552 0 30000 100 0 0 14 734.012 182.022 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 51941524 q3-extractinstructions.txt 20150729_230124 0.5 55b2afeb7768392c683f0557
20150729_224043 50 1 5 10 100000 666549275 2 10000 0 8810 10000 2 39 2500 1 22064 21267 797 2 30000 100 0 0 17 847.592 189.135 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 58925829 q3-extractinstructions.txt 20150729_230236 0.5 55b2afeb7768392c683f0556
20150729_224324 50 1 5 10 100000 817713633 2 10000 0 8846 10000 2 39 2500 1 22317 21503 814 2 30000 100 0 0 16 809.129 185.656 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 56073033 q3-extractinstructions.txt 20150729_230401 0.5 55b2afeb7768392c683f0558
20150729_224654 50 1 5 10 100000 519606501 0 10000 0 8933 10000 0 39 2500 1 22244 22008 236 0 30000 100 0 0 14 829.893 174.846 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 49822962 q3-extractinstructions.txt 20150729_230701 0.5 55b2afeb7768392c683f0559
20150729_224710 50 1 5 10 100000 715258232 1 10000 0 8923 10000 1 39 2500 1 22676 22227 449 1 30000 100 0 0 15 888.119 174.191 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 54062018 q3-extractinstructions.txt 20150729_230839 0.5 55b2afeb7768392c683f055a
20150729_225048 50 1 5 10 100000 792850679 0 10000 0 8946 10000 0 39 2500 1 22887 22366 521 0 30000 100 0 0 11 814.976 153.067 ../Q3/./log/doc50cop5shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 46032534 q3-extractinstructions.txt 20150729_231003 0.5 55b2afeb7768392c683f055b
20150729_225144 50 1 8 10 100000 919028296 0 10000 0 9763 10000 0 39 2500 1 36695 36689 6 0 30000 100 0 0 17 1204.718 232.223 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 65534121 q3-extractinstructions.txt 20150729_231954 0.5 55b2afeb7768392c683f055c
20150729_225504 50 1 8 10 100000 103765041 0 10000 0 9737 10000 0 39 2500 1 36207 36204 3 0 30000 100 0 0 19 1276.916 241.194 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 71250787 q3-extractinstructions.txt 20150729_232546 0.5 55b2afeb7768392c683f055d
20150729_230202 50 1 8 10 100000 681028781 0 10000 0 9749 10000 0 39 2500 1 36930 36930 0 0 30000 100 0 0 14 1064.196 231.865 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 61470688 q3-extractinstructions.txt 20150729_232803 0.5 55b2afeb7768392c683f055f
20150729_230056 50 1 8 10 100000 141246882 0 10000 0 9763 10000 0 39 2500 1 36961 36961 0 0 30000 100 0 0 16 1139.980 252.534 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 62399725 q3-extractinstructions.txt 20150729_232822 0.5 55b2afeb7768392c683f055e
20150729_230708 50 1 8 10 100000 105731136 0 10000 0 9725 10000 0 39 2500 1 36684 36684 0 0 30000 100 0 0 16 1059.813 245.998 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 63212027 q3-extractinstructions.txt 20150729_233341 0.5 55b2afeb7768392c683f0561
20150729_230845 50 1 8 10 100000 967561224 0 10000 0 9750 10000 0 39 2500 1 37239 37239 0 0 30000 100 0 0 14 1010.027 241.911 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 60300074 q3-extractinstructions.txt 20150729_233351 0.5 55b2afeb7768392c683f0562
20150729_231011 50 1 8 10 100000 420477893 0 10000 0 9756 10000 0 39 2500 1 36882 36882 0 0 30000 100 0 0 13 1099.703 251.504 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 60214650 q3-extractinstructions.txt 20150729_233621 0.5 55b2afeb7768392c683f0563
20150729_230410 50 1 8 10 100000 117661523 0 10000 0 9771 10000 0 39 2500 1 36743 36737 6 0 30000 100 0 0 19 1317.708 268.353 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 74524046 q3-extractinstructions.txt 20150729_233716 0.5 55b2afeb7768392c683f0560
20150729_231158 50 1 8 10 100000 263688301 0 10000 0 9738 10000 0 39 2500 1 36001 35940 61 0 30000 100 0 0 22 1467.614 266.794 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 76604317 q3-extractinstructions.txt 20150729_234602 0.5 55b2afeb7768392c683f0564
20150729_232615 50 1 8 10 100000 533657980 0 10000 0 9793 10000 0 39 2500 1 37517 37514 3 0 30000 100 0 0 11 1072.255 233.363 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 50705000 q3-extractinstructions.txt 20150729_235041 0.5 55b2afeb7768392c683f0566
20150729_232833 50 1 8 10 100000 711283608 0 10000 0 9780 10000 0 39 2500 1 37126 37122 4 0 30000 100 0 0 13 1098.009 235.936 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 60277507 q3-extractinstructions.txt 20150729_235448 0.5 55b2afeb7768392c683f0567
20150729_233356 50 1 8 10 100000 597296547 0 10000 0 9752 10000 0 39 2500 1 36913 36913 0 0 30000 100 0 0 15 1030.504 235.921 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 60501389 q3-extractinstructions.txt 20150729_235922 0.5 55b2afeb7768392c683f0568
20150729_233628 50 1 8 10 100000 258760793 0 10000 0 9766 10000 0 39 2500 1 37200 37194 6 0 30000 100 0 0 14 955.518 232.331 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 57654256 q3-extractinstructions.txt 20150730_000016 0.5 55b2afeb7768392c683f056a
20150729_233411 50 1 8 10 100000 664375964 0 10000 0 9775 10000 0 39 2500 1 36876 36876 0 0 30000 100 0 0 15 1059.788 244.312 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 63233035 q3-extractinstructions.txt 20150730_000036 0.5 55b2afeb7768392c683f0569
20150729_232458 50 1 8 10 100000 50746969 0 10000 0 9749 10000 0 39 2500 1 36076 36050 26 0 30000 100 0 0 21 1485.246 266.747 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 81097750 q3-extractinstructions.txt 20150730_000126 0.5 55b2afeb7768392c683f0565
20150730_000044 50 1 1 20 100000 919028296 10000 10000 0 0 0 10000 39 2500 1 0 0 0 10000 30000 100 0 0 2 100.779 24.212 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 5957414 q3-extractinstructions.txt 20150730_000310 0.5 55b2afeb7768392c683f0571
20150730_000140 50 1 1 20 100000 103765041 10000 10000 0 0 251 10000 39 2500 1 251 0 251 10000 30000 100 0 0 2 91.867 26.754 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 6258558 q3-extractinstructions.txt 20150730_000357 0.5 55b2afeb7768392c683f0572
20150730_000316 50 1 1 20 100000 141246882 2177 10000 7823 0 2126 2177 39 2500 1 2126 0 2126 2126 30000 100 0 0 0 49.776 19.312 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 1869419 q3-extractinstructions.txt 20150730_000425 0.5 55b2afeb7768392c683f0573
20150730_000439 50 1 1 20 100000 117661523 2182 10000 7818 0 2130 2182 39 2500 1 2130 0 2130 2130 30000 100 0 0 0 47.034 19.593 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 1866251 q3-extractinstructions.txt 20150730_000545 0.5 55b2afeb7768392c683f0575
20150729_233724 50 1 8 10 100000 666549275 0 10000 0 9776 10000 0 39 2500 1 36688 36688 0 0 30000 100 0 0 16 1250.231 268.165 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 66443777 q3-extractinstructions.txt 20150730_000629 0.5 55b2afeb7768392c683f056b
20150730_000402 50 1 1 20 100000 681028781 10000 10000 0 0 60 10000 39 2500 1 60 0 60 10000 30000 100 0 0 2 107.403 24.694 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 6071255 q3-extractinstructions.txt 20150730_000635 0.5 55b2afeb7768392c683f0574
20150730_000640 50 1 1 20 100000 967561224 2173 10000 7827 0 2131 2173 39 2500 1 2131 0 2131 2131 30000 100 0 0 0 39.508 19.328 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 1866776 q3-extractinstructions.txt 20150730_000737 0.5 55b2afeb7768392c683f0577
20150730_000655 50 1 1 20 100000 420477893 2181 10000 7819 0 2141 2181 39 2500 1 2141 0 2141 2141 30000 100 0 0 0 42.496 19.297 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 1884374 q3-extractinstructions.txt 20150730_000757 0.5 55b2afeb7768392c683f0578
20150730_000535 50 1 1 20 100000 105731136 10000 10000 0 9888 2058 10000 39 2500 1 2058 0 2058 10000 30000 100 0 0 1 104.638 24.757 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 6482402 q3-extractinstructions.txt 20150730_000805 0.5 55b2afeb7768392c683f0576
20150730_000742 50 1 1 20 100000 263688301 10000 10000 0 0 699 10000 39 2500 1 699 0 699 10000 30000 100 0 0 2 105.830 24.897 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 6419466 q3-extractinstructions.txt 20150730_001018 0.5 55b2afeb7768392c683f0579
20150730_000758 50 1 1 20 100000 50746969 10000 10000 0 0 798 10000 39 2500 1 798 0 798 10000 30000 100 0 0 2 105.240 24.241 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 6203672 q3-extractinstructions.txt 20150730_001031 0.5 55b2afeb7768392c683f057a
20150730_000823 50 1 1 20 100000 533657980 10000 10000 0 8391 762 10000 39 2500 1 762 0 762 10000 30000 100 0 0 1 117.263 23.587 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 6458931 q3-extractinstructions.txt 20150730_001106 0.5 55b2afeb7768392c683f057b
20150730_001047 50 1 1 20 100000 597296547 2210 10000 7790 0 2153 2210 39 2500 1 2153 0 2153 2153 30000 100 0 0 0 48.287 20.125 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 1892137 q3-extractinstructions.txt 20150730_001154 0.5 55b2afeb7768392c683f057d
20150730_000950 50 1 1 20 100000 711283608 10000 10000 0 9040 1275 10000 39 2500 1 1275 0 1275 10000 30000 100 0 0 1 117.863 24.196 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 6462663 q3-extractinstructions.txt 20150730_001238 0.5 55b2afeb7768392c683f057c
20150730_001157 50 1 1 20 100000 258760793 2207 10000 7793 0 2157 2207 39 2500 1 2157 0 2157 2157 30000 100 0 0 0 55.989 22.34 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 1901405 q3-extractinstructions.txt 20150730_001312 0.5 55b2afeb7768392c683f057f
20150730_001111 50 1 1 20 100000 664375964 10000 10000 0 0 187 10000 39 2500 1 187 0 187 10000 30000 100 0 0 2 107.943 27.549 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 5952784 q3-extractinstructions.txt 20150730_001341 0.5 55b2afeb7768392c683f057e
20150730_001243 50 1 1 20 100000 666549275 10000 10000 0 0 917 10000 39 2500 1 917 0 917 10000 30000 100 0 0 2 120.189 24.586 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 6207491 q3-extractinstructions.txt 20150730_001533 0.5 55b2afeb7768392c683f0580
20150730_001259 50 1 1 20 100000 376517787 10000 10000 0 0 348 10000 39 2500 1 348 0 348 10000 30000 100 0 0 2 122.824 23.026 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 6037427 q3-extractinstructions.txt 20150730_001551 0.5 55b2afeb7768392c683f0581
20150730_001356 50 1 1 20 100000 817713633 10000 10000 0 0 329 10000 39 2500 1 329 0 329 10000 30000 100 0 0 2 135.281 26.551 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 6159795 q3-extractinstructions.txt 20150730_001703 0.5 55b2afeb7768392c683f0582
20150729_234416 50 1 8 10 100000 376517787 0 10000 0 9736 10000 0 39 2500 1 36198 36176 22 0 30000 100 0 0 20 1412.429 253.095 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 76399106 q3-extractinstructions.txt 20150730_001725 0.5 55b2afeb7768392c683f056c
20150730_001452 50 1 1 20 100000 519606501 10000 10000 0 8039 245 10000 39 2500 1 245 0 245 10000 30000 100 0 0 1 147.695 24.538 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 6388629 q3-extractinstructions.txt 20150730_001803 0.5 55b2afeb7768392c683f0583
20150730_001715 50 1 1 20 100000 792850679 2257 10000 7743 0 2208 2257 39 2500 1 2208 0 2208 2208 30000 100 0 0 0 54.747 19.048 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 1926294 q3-extractinstructions.txt 20150730_001828 0.5 55b2afeb7768392c683f0585
20150730_001558 50 1 1 20 100000 715258232 10000 10000 0 0 48 10000 39 2500 1 48 0 48 10000 30000 100 0 0 2 136.794 23.369 ../Q3/./log/doc50cop1shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 6111415 q3-extractinstructions.txt 20150730_001857 0.5 55b2afeb7768392c683f0584
20150729_235114 50 1 8 10 100000 519606501 0 10000 0 9730 10000 0 39 2500 1 36506 36503 3 0 30000 100 0 0 18 1339.888 249.165 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 68213057 q3-extractinstructions.txt 20150730_002132 0.5 55b2afeb7768392c683f056e
20150730_001843 50 1 2 20 100000 141246882 138 10000 0 9896 263 138 39 2500 1 4732 4581 151 138 30000 100 0 0 2 182.240 40.794 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 9933113 q3-extractinstructions.txt 20150730_002244 0.5 55b2afeb7768392c683f0588
20150730_001815 50 1 2 20 100000 103765041 262 10000 0 3449 10000 262 39 2500 1 4518 4245 273 262 30000 100 0 0 4 289.125 47.268 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 15806615 q3-extractinstructions.txt 20150730_002454 0.5 55b2afeb7768392c683f0587
20150730_001731 50 1 2 20 100000 919028296 331 10000 0 3350 10000 331 39 2500 1 4424 4076 348 331 30000 100 0 0 5 346.301 49.982 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 18763455 q3-extractinstructions.txt 20150730_002526 0.5 55b2afeb7768392c683f0586
20150729_235048 50 1 8 10 100000 817713633 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 80414716 q3-extractinstructions.txt 20150730_002531 0.5 55b2afeb7768392c683f056d
20150730_002125 50 1 2 20 100000 117661523 139 10000 0 9897 256 139 39 2500 1 4650 4497 153 139 30000 100 0 0 2 230.411 49.219 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 9856225 q3-extractinstructions.txt 20150730_002620 0.5 55b2afeb7768392c683f058a
20150730_001908 50 1 2 20 100000 681028781 285 10000 0 3424 10000 285 39 2500 1 4479 4180 299 285 30000 100 0 0 5 377.725 49.171 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 18830058 q3-extractinstructions.txt 20150730_002724 0.5 55b2afeb7768392c683f0589
20150730_000029 50 1 8 10 100000 792850679 0 10000 0 9766 10000 0 39 2500 1 36551 36551 0 0 30000 100 0 0 20 1249.117 238.12 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 71160327 q3-extractinstructions.txt 20150730_003004 0.5 55b2afeb7768392c683f0570
20150730_002232 50 1 2 20 100000 105731136 318 10000 0 3501 9943 318 39 2500 1 4578 4305 273 261 30000 100 0 0 5 354.882 50.388 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 15871937 q3-extractinstructions.txt 20150730_003023 0.5 55b2afeb7768392c683f058b
20150730_002527 50 1 2 20 100000 420477893 124 10000 0 9909 241 124 39 2500 1 4828 4692 136 124 30000 100 0 0 2 224.829 41.293 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 9953633 q3-extractinstructions.txt 20150730_003025 0.5 55b2afeb7768392c683f058d
20150730_002628 50 1 2 20 100000 50746969 203 10000 0 3568 10000 203 39 2500 1 4578 4361 217 203 30000 100 0 0 3 278.783 44.258 ../Q3/./log/doc50cop2shlf1lif20_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 12864977 q3-extractinstructions.txt 20150730_003243 0.5 55b2afeb7768392c683f058f
20150729_235820 50 1 8 10 100000 715258232 0 10000 0 9760 10000 0 39 2500 1 36257 36246 11 0 30000 100 0 0 23 1442.524 238.213 ../Q3/./log/doc50cop8shlf1lif10_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 82316943 q3-extractinstructions.txt 20150730_003307 0.5 55b2afeb7768392c683f056f
